Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),NCBI gene ID
ENSG00000214530,11,72754729,72794168,10809
ENSG00000080854,11,133908564,133956985,22997
ENSG00000183313,11,5985892,5986985,338751
ENSG00000149231,11,96352769,96389923,79780
ENSG00000198331,11,125883614,125900648,219844
ENSG00000166002,11,93478472,93543508,56935
ENSG00000196248,11,123976661,123977781,219873
ENSG00000181499,11,123942785,123943873,219874
ENSG00000176904,11,4859656,4863652,401663
ENSG00000166741,11,114257787,114313285,4837
ENSG00000204449,11,90031106,90042025,642612
ENSG00000133818,11,14277926,14364506,22800
ENSG00000196655,11,119018432,119025454,51399
ENSG00000118181,11,119015712,119018691,6230
ENSG00000160683,11,118883766,118897799,643
ENSG00000204397,11,105041326,105101431,114769
ENSG00000149534,11,60088261,60098466,2206
ENSG00000185926,11,54603069,54603998,119749
ENSG00000196323,11,130226677,130314686,29068
ENSG00000033327,11,78215297,78418348,9846
ENSG00000149201,11,86374736,86423109,60494
ENSG00000172742,11,59511368,59520703,390199
ENSG00000175567,11,73974667,73983307,7351
ENSG00000151366,11,78068304,78080219,4718
ENSG00000198851,11,118304545,118316175,916
ENSG00000137642,11,121452203,121633693,6653
ENSG00000177098,11,118133377,118152888,6330
ENSG00000172362,11,58439077,58442758,390191
ENSG00000137693,11,102110461,102233423,10413
ENSG00000196914,11,120336914,120489936,23365
ENSG00000110318,11,101915015,102001058,57562
ENSG00000183020,11,924894,1012245,161
ENSG00000110315,11,10511678,10541230,50862
ENSG00000177666,11,818902,825573,57104
ENSG00000175264,11,45648877,45665622,8534
ENSG00000149476,11,61333210,61353295,26007
ENSG00000148926,11,10304680,10307397,133
ENSG00000126432,11,64318088,64321811,25824
ENSG00000166788,11,18069935,18106091,113174
ENSG00000052850,11,44260444,44310166,60529
ENSG00000085117,11,44564427,44620363,3732
ENSG00000149968,11,102835801,102843803,4314
ENSG00000167791,11,67518912,67524517,51475
ENSG00000170955,11,6318946,6320647,112464
ENSG00000051009,11,6211335,6234711,84067
ENSG00000166394,11,7665100,7677222,51700
ENSG00000021300,11,73646178,73662819,58473
ENSG00000117983,11,1223066,1262172,727897
ENSG00000182934,11,126262919,126269144,6734
ENSG00000214063,11,842808,867116,7106
ENSG00000173020,11,67266410,67286556,156
ENSG00000148950,11,31432401,31509645,196294
ENSG00000162302,11,64359148,64372215,8986
ENSG00000254772,11,62559601,62574086,1937
ENSG00000177600,11,809647,812880,6181
ENSG00000256713,11,61241042,61251448,5222
ENSG00000229183,11,61222216,61231927,643847
ENSG00000134333,11,18394388,18408425,3939
ENSG00000168569,11,62771629,62792021,79064
ENSG00000274897,11,797511,799190,101927423
ENSG00000162227,11,62771303,62787342,10629
ENSG00000177542,11,790475,798333,79751
ENSG00000221840,11,54706832,54707902,81318
ENSG00000134917,11,130404925,130428993,11095
ENSG00000185940,11,1629775,1630707,439915
ENSG00000160588,11,118226690,118252350,196264
ENSG00000121690,11,33015864,33033582,91614
ENSG00000166311,11,6390431,6394998,6609
ENSG00000132259,11,6234765,6244429,1262
ENSG00000172772,11,58266792,58268260,81341
ENSG00000254598,11,11351942,11353357,283106
ENSG00000175274,11,44885903,44951306,9537
ENSG00000177595,11,799179,809753,55367
ENSG00000149792,11,65122183,65127371,740
ENSG00000168000,11,62690275,62709845,26580
ENSG00000214753,11,62712630,62727349,221092
ENSG00000173457,11,64244480,64246941,26472
ENSG00000167994,11,61897301,61920269,5866
ENSG00000006118,11,60924463,60937159,54972
ENSG00000221954,11,49981473,49982535,283093
ENSG00000149196,11,86302211,86345931,51501
ENSG00000117984,11,1752752,1764573,1509
ENSG00000241598,11,1620958,1622138,387267
ENSG00000118113,11,102711795,102727050,4317
ENSG00000184545,11,1554044,1571920,1850
ENSG00000167283,11,118401154,118431496,10632
ENSG00000175315,11,66011841,66013505,1474
ENSG00000073921,11,85957684,86069882,8301
ENSG00000167771,11,63911221,63916844,283248
ENSG00000175376,11,65996545,66002176,84285
ENSG00000072518,11,63838928,63911019,2011
ENSG00000180475,11,58227882,58228918,219960
ENSG00000197887,11,58203202,58204181,219958
ENSG00000172377,11,58116742,58125530,219954
ENSG00000149269,11,77321707,77474635,5058
ENSG00000150455,11,126283065,126298845,114609
ENSG00000132274,11,5689689,5737089,10346
ENSG00000177030,11,644233,706715,10522
ENSG00000188076,11,193080,194573,147199
ENSG00000168065,11,64555626,64572875,55867
ENSG00000255508,11,62559603,62591531,
ENSG00000162231,11,62792123,62806302,10482
ENSG00000110448,11,61102395,61127852,921
ENSG00000149503,11,62123973,62153163,3619
ENSG00000180878,11,6205566,6211132,160298
ENSG00000137691,11,102047443,102084560,85016
ENSG00000168056,11,65538805,65558930,4054
ENSG00000180974,11,5880629,5887079,390081
ENSG00000077458,11,95768942,95790409,143684
ENSG00000172531,11,67398183,67421183,5499
ENSG00000135373,11,34621093,34661057,26298
ENSG00000074319,11,18468336,18527232,7251
ENSG00000162144,11,61348745,61362299,220002
ENSG00000150244,11,55262182,55271119,79097
ENSG00000189431,11,13009577,13012106,644943
ENSG00000168439,11,64185272,64204543,10963
ENSG00000188909,11,122977570,122981720,390259
ENSG00000137478,11,72836745,73142261,9873
ENSG00000172324,11,59416969,59426412,219981
ENSG00000197629,11,59208510,59212951,219972
ENSG00000110042,11,59171430,59208587,23220
ENSG00000166801,11,59142748,59155039,63901
ENSG00000174672,11,1389899,1462689,9024
ENSG00000172769,11,58402464,58406874,441608
ENSG00000149403,11,120511700,120988904,2900
ENSG00000137747,11,117900643,117929459,84000
ENSG00000188070,11,63759892,63768775,65998
ENSG00000175514,11,67451301,67452729,390212
ENSG00000175544,11,67452406,67460313,57010
ENSG00000175352,11,8980576,9004049,56675
ENSG00000172663,11,67461710,67469272,80194
ENSG00000180934,11,6019336,6034338,120796
ENSG00000142186,11,65525077,65538704,57410
ENSG00000168005,11,63813388,63827718,144097
ENSG00000175592,11,65892049,65900573,8061
ENSG00000133318,11,63681446,63759891,10313
ENSG00000213402,11,67435510,67438067,5790
ENSG00000185201,11,307631,315272,10581
ENSG00000170743,11,7238778,7469042,143425
ENSG00000175104,11,36487027,36510272,7189
ENSG00000118369,11,78188812,78214711,57558
ENSG00000214517,11,74171099,74254703,51400
ENSG00000167770,11,63985853,64001811,55611
ENSG00000133315,11,63998558,64166106,28992
ENSG00000060749,11,32893178,32993316,79832
ENSG00000166840,11,58905398,59043527,92292
ENSG00000166840,11,58905398,59043527,100287413
ENSG00000176547,11,48324920,48328471,256144
ENSG00000255274,11,118003634,118088299,100526771
ENSG00000166105,11,134274245,134319564,112937
ENSG00000129173,11,19224063,19241620,79733
ENSG00000166927,11,60378482,60395951,58475
ENSG00000171631,11,73264505,73298617,5031
ENSG00000151376,11,86441108,86672636,10873
ENSG00000095139,11,118572390,118603033,372
ENSG00000205869,11,1584342,1585283,387264
ENSG00000166884,11,59456938,59457991,219983
ENSG00000110344,11,118359585,118399211,9354
ENSG00000179057,11,18704305,18726230,283284
ENSG00000110786,11,18727928,18792721,84867
ENSG00000151117,11,18693122,18704785,144110
ENSG00000120457,11,128891356,128921035,3762
ENSG00000156689,11,58834065,58904215,219970
ENSG00000074201,11,77514936,77637805,1207
ENSG00000255307,11,6169330,6170408,255725
ENSG00000180919,11,6107684,6108835,196335
ENSG00000175582,11,73675638,73761137,5870
ENSG00000236287,11,10812074,10858796,58486
ENSG00000110711,11,67483041,67491103,9049
ENSG00000196611,11,102789920,102798160,4312
ENSG00000167286,11,118338954,118342744,915
ENSG00000255151,11,59086307,59094786,
ENSG00000149328,11,134331874,134378341,89944
ENSG00000150676,11,85855101,85920021,220047
ENSG00000110328,11,11270876,11622005,374378
ENSG00000175573,11,65916808,65919117,83638
ENSG00000110063,11,126303752,126345749,28960
ENSG00000110321,11,10797050,10809110,1982
ENSG00000184956,11,1012821,1036706,4588
ENSG00000183695,11,19054455,19060681,117194
ENSG00000196224,11,1607565,1608463,387266
ENSG00000086205,11,49146635,49208670,2346
ENSG00000086205,11,49146635,49208670,219595
ENSG00000170325,11,129899706,130002835,56980
ENSG00000168067,11,64784914,64803241,5871
ENSG00000175550,11,65919257,65921561,10589
ENSG00000183715,11,132414977,133532519,4978
ENSG00000184743,11,63624087,63671921,25923
ENSG00000183340,11,96389989,96507574,8690
ENSG00000110060,11,125893485,125903221,83480
ENSG00000185885,11,313506,315272,8519
ENSG00000198488,11,77034398,77041973,192134
ENSG00000244242,11,1732410,1750591,402778
ENSG00000137675,11,102691487,102705806,64066
ENSG00000137674,11,102576835,102625332,9313
ENSG00000160654,11,118344344,118355161,917
ENSG00000129744,11,3645128,3664416,417
ENSG00000149573,11,118253403,118264536,10205
ENSG00000151715,11,129815819,129860003,120224
ENSG00000149124,11,58640426,58731974,10249
ENSG00000198283,11,58507175,58508105,219968
ENSG00000082175,11,101029624,101130524,5241
ENSG00000176485,11,63573195,63616883,11145
ENSG00000182667,11,131370478,132336822,50863
ENSG00000175348,11,8947294,8965011,56674
ENSG00000170647,11,100991989,100993941,83935
ENSG00000188691,11,5967177,5968494,390084
ENSG00000166452,11,8911139,8920084,56672
ENSG00000110057,11,67991104,68004982,81622
ENSG00000166926,11,60334831,60396596,245802
ENSG00000110422,11,33256672,33357023,10114
ENSG00000149418,11,130159562,130210376,6768
ENSG00000134812,11,59829268,59845501,2694
ENSG00000259571,11,122115354,122116215,414899
ENSG00000214891,11,49053714,49059112,646754
ENSG00000109929,11,121292453,121308694,6309
ENSG00000109927,11,121101173,121191493,7007
ENSG00000186509,11,58023881,58181616,219956
ENSG00000188997,11,78171249,78188822,283219
ENSG00000205864,11,1697195,1697755,440023
ENSG00000110048,11,59574398,59616144,5007
ENSG00000182208,11,1469457,1501247,81532
ENSG00000110583,11,63938959,63957328,79829
ENSG00000176102,11,33077188,33162371,1479
ENSG00000182053,11,49027501,49038451,283116
ENSG00000134909,11,128965060,129279324,9743
ENSG00000023445,11,102317450,102339403,330
ENSG00000279051,11,58030930,58031931,219952
ENSG00000178795,11,77216558,77301687,220032
ENSG00000186635,11,72685069,72793599,116985
ENSG00000197798,11,126211414,126262986,79607
ENSG00000184937,11,32387775,32435630,7490
ENSG00000175485,11,6199146,6200259,120787
ENSG00000183801,11,7485388,7511377,283298
ENSG00000172613,11,67317871,67398410,5883
ENSG00000177685,11,826144,831991,283229
ENSG00000168539,11,62908679,62921807,1128
ENSG00000175463,11,67403915,67410089,374403
ENSG00000177947,11,196738,200261,113746
ENSG00000166016,11,34150988,34358008,25841
ENSG00000171219,11,64823387,64844569,55561
ENSG00000149380,11,74235801,74311657,283208
ENSG00000157613,11,46277661,46321422,90993
ENSG00000166900,11,59713456,59805882,6809
ENSG00000172289,11,59712916,59713845,390201
ENSG00000074266,11,86244544,86278813,8726
ENSG00000259112,11,78016971,78079865,100532726
ENSG00000167311,11,3638503,3642316,116969
ENSG00000176540,11,48365485,48366465,79346
ENSG00000166086,11,134068925,134152001,83700
ENSG00000166118,11,133840631,133845538,219938
ENSG00000170946,11,31369840,31431849,120526
ENSG00000205126,11,44047981,44059977,390110
ENSG00000053918,11,2444684,2849109,3784
ENSG00000110446,11,60937084,60952530,51296
ENSG00000129152,11,17719568,17722131,4654
ENSG00000167799,11,67627938,67629930,254552
ENSG00000110324,11,117986348,118003037,3587
ENSG00000133321,11,63536809,63546462,5920
ENSG00000149972,11,99020953,100358885,53942
ENSG00000149260,11,77066932,77126155,726
ENSG00000181074,11,5754243,5755905,390072
ENSG00000197901,11,62936385,62984983,9356
ENSG00000172508,11,67414968,67425607,57571
ENSG00000078124,11,76860867,77026797,55331
ENSG00000175482,11,67350777,67356972,57804
ENSG00000170959,11,30830369,31369810,341019
ENSG00000179826,11,18120955,18138480,117195
ENSG00000173264,11,64270062,64289500,56834
ENSG00000162188,11,62707658,62709201,2785
ENSG00000182255,11,30009741,30017023,3739
ENSG00000149782,11,64251523,64269150,5331
ENSG00000166436,11,8612037,8671866,9866
ENSG00000184524,11,787104,790123,51286
ENSG00000133316,11,62832342,62841809,54663
ENSG00000283268,11,62832319,62832803,
ENSG00000166800,11,18455824,18479600,160287
ENSG00000179817,11,18172837,18174280,117196
ENSG00000173113,11,64316460,64318084,51504
ENSG00000149806,11,65120628,65122473,2197
ENSG00000121621,11,28020620,28108308,81930
ENSG00000169519,11,28108248,28527041,196074
ENSG00000068976,11,64746389,64760297,5837
ENSG00000064309,11,125955796,126063335,50937
ENSG00000283703,11,125946056,125956319,
ENSG00000168004,11,63461404,63491194,117245
ENSG00000179119,11,18606401,18634791,144108
ENSG00000172830,11,67303448,67312607,54961
ENSG00000019485,11,45095806,45235110,56981
ENSG00000019505,11,45240301,45286319,57586
ENSG00000149489,11,62611722,62615120,6094
ENSG00000149499,11,62602218,62612765,256364
ENSG00000174885,11,278365,285359,171389
ENSG00000162241,11,65375192,65383701,283130
ENSG00000166368,11,6891490,6892599,120776
ENSG00000188124,11,6765626,6771976,338755
ENSG00000185507,11,612553,615999,3665
ENSG00000168071,11,64340223,64357534,283234
ENSG00000205531,11,2944431,2992377,4676
ENSG00000149021,11,62405103,62423195,7356
ENSG00000197745,11,62296277,62299064,404552
ENSG00000181649,11,2928273,2929455,7262
ENSG00000204710,11,65170154,65173244,387778
ENSG00000167987,11,61130256,61161617,55048
ENSG00000161328,11,537527,554916,115399
ENSG00000110455,11,44065925,44084222,84680
ENSG00000023191,11,494512,507300,6050
ENSG00000167995,11,61949821,61965515,7439
ENSG00000187479,11,43925342,43944338,387763
ENSG00000124942,11,62433542,62556235,79026
ENSG00000070047,11,576486,612222,57661
ENSG00000110484,11,62270155,62273156,4250
ENSG00000131808,11,30231016,30235261,2488
ENSG00000110768,11,18322295,18367044,2965
ENSG00000173486,11,64241003,64244132,2286
ENSG00000170748,11,7089027,7090900,27288
ENSG00000247595,11,18588781,18610255,
ENSG00000158077,11,7020446,7071308,338323
ENSG00000121671,11,45847118,45883248,1408
ENSG00000177963,11,207511,215113,60626
ENSG00000099834,11,616565,626078,53841
ENSG00000166796,11,18412307,18452058,3948
ENSG00000229859,11,61203307,61213098,643834
ENSG00000168515,11,62190216,62193539,10648
ENSG00000133789,11,9664077,9752991,23075
ENSG00000168002,11,62761544,62766710,5436
ENSG00000162222,11,62728069,62740293,283237
ENSG00000174775,11,532242,537287,3265
ENSG00000070985,11,2404515,2423045,29850
ENSG00000110107,11,60890730,60906588,27339
ENSG00000175634,11,67428460,67435408,6199
ENSG00000109920,11,47716517,47767443,23360
ENSG00000181001,11,5786471,5791265,79473
ENSG00000181009,11,5776165,5783355,390075
ENSG00000183269,11,5856674,5857734,390079
ENSG00000173825,11,65354767,65357613,220359
ENSG00000149050,11,6999318,7020368,7761
ENSG00000121680,11,45909669,45918812,9409
ENSG00000167986,11,61299451,61342596,1642
ENSG00000149483,11,61362001,61369509,51524
ENSG00000137672,11,101451564,101872562,7225
ENSG00000176009,11,8937579,8938211,56676
ENSG00000109832,11,125903348,125943702,29118
ENSG00000137474,11,77128264,77215239,4647
ENSG00000237353,11,125833316,125840069,399968
ENSG00000196844,11,125776113,125778819,399967
ENSG00000126391,11,65386599,65413525,83786
ENSG00000005801,11,3339261,3379222,7748
ENSG00000177106,11,694438,727727,64787
ENSG00000197891,11,64590641,64602353,116085
ENSG00000132256,11,5663557,5938619,85363
ENSG00000197658,11,63079940,63144221,283238
ENSG00000149089,11,34853094,34916499,51074
ENSG00000068831,11,64726911,64745456,10235
ENSG00000158042,11,6680782,6683401,63875
ENSG00000070031,11,626431,627143,6343
ENSG00000110076,11,64606174,64723188,9379
ENSG00000110619,11,3000922,3057613,833
ENSG00000170782,11,6876625,6877619,283297
ENSG00000234776,11,45906513,45907282,143678
ENSG00000121653,11,45885651,45906465,9479
ENSG00000219435,11,64300391,64304770,25858
ENSG00000185475,11,62787415,62790405,374395
ENSG00000185670,11,62748319,62754188,79842
ENSG00000166483,11,9573681,9593457,7465
ENSG00000129757,11,2883213,2885881,1028
ENSG00000013725,11,60971680,61020377,923
ENSG00000167996,11,61959718,61967660,2495
ENSG00000166199,11,43880811,43920266,221120
ENSG00000110108,11,60913874,60923443,79073
ENSG00000165905,11,45921621,45929096,120071
ENSG00000072952,11,10573091,10693988,10335
ENSG00000110514,11,47269161,47330031,8567
ENSG00000177700,11,837356,842545,5441
ENSG00000165895,11,100687653,100991937,143872
ENSG00000254550,11,77102840,77103331,4975
ENSG00000255823,11,10507887,10509189,100463486
ENSG00000279486,11,6783020,6791558,144125
ENSG00000133805,11,10308313,10507579,272
ENSG00000181830,11,45804072,45813015,55343
ENSG00000162236,11,62806897,62832088,6811
ENSG00000133812,11,9778667,10294207,81846
ENSG00000002330,11,64269830,64284704,572
ENSG00000173511,11,64234538,64238793,7423
ENSG00000130413,11,8391868,8594289,65975
ENSG00000129159,11,17734774,17856804,3746
ENSG00000129167,11,18017564,18042426,7166
ENSG00000221968,11,61873519,61892051,3995
ENSG00000129158,11,17788048,18013162,26297
ENSG00000174915,11,448268,491399,81490
ENSG00000162191,11,62676498,62679117,51035
ENSG00000142082,11,215458,236931,23410
ENSG00000172932,11,67288547,67302485,338692
ENSG00000177951,11,167784,207428,51272
ENSG00000135374,11,34478793,34513805,2001
ENSG00000162174,11,62337448,62393412,80150
ENSG00000014216,11,65180566,65212006,823
ENSG00000099849,11,560404,564021,8045
ENSG00000166441,11,8682411,8714759,6157
ENSG00000110628,11,2899721,2925246,5002
ENSG00000254827,11,2887780,2903740,5003
ENSG00000152219,11,30323051,30338227,120534
ENSG00000234857,11,62690275,62727384,
ENSG00000177363,11,62686402,62689899,221091
ENSG00000149798,11,65314818,65322429,10435
ENSG00000166340,11,6612763,6619461,1200
ENSG00000014138,11,65261762,65305589,23649
ENSG00000168003,11,62856102,62888875,6520
ENSG00000149016,11,62575045,62592177,64852
ENSG00000157570,11,44726465,44932421,90139
ENSG00000173153,11,64305572,64316743,2101
ENSG00000124939,11,62208668,62213939,4246
